Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance @ 25°C","Resistance Tolerance","Operating Temperature","Power - Max","Mounting Type","Package / Case","Supplier Device Package"
http://www.vishay.com/docs/33027/tfptl.pdf,-,TFPTL15L5001FH5B-ND,TFPTL15L5001FH5B,Vishay Dale,THERMISTOR PTC 5K OHM 1% RADIAL,0,0,"0.62700","0","1000","-","TFPTL","Active","5 kOhms","±1%","-55°C ~ 150°C","100mW","Through Hole","Radial","-"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B598x1_Rev2000.pdf,-,B59881C0135A070-ND,B59881C0135A070,TDK Electronics Inc.,THERMISTOR PTC 70 OHM 25% DISC,0,0,"0.62948","0","500","Bulk","*","Active","70 Ohms","±25%","-40°C ~ 125°C","-","Through Hole","Disc, 6.5mm Dia x 5.0mm W","-"
http://www.vishay.com/docs/29070/ptctl.pdf,-,PTCTL7NR100SBE-ND,PTCTL7NR100SBE,Vishay BC Components,THERMISTOR PTC 10 OHM 20% RADIAL,0,0,"0.63591","0","1000","-","PTCTL","Active","10 Ohms","±20%","0°C ~ 70°C","-","Through Hole","Disc, 13.0mm Dia x 5.5mm W","Radial Lead"
https://www.tdk-electronics.tdk.com/inf/55/db/PTC/PTC_Telecom_SMD_TPP_all.pdf,-,B59635T1120A062-ND,B59635T1120A062,TDK Electronics Inc.,THERMISTOR PTC 35 OHM 15%,0,0,"0.64627","0","1000","Tape & Reel (TR)","-","Active","35 Ohms","±15%","-20°C ~ 125°C","-","Surface Mount","-","-"
https://www.tdk-electronics.tdk.com/inf/55/db/PTC/PTC_Telecom_SMD_TPP_all.pdf,-,B59650T1120A062-ND,B59650T1120A062,TDK Electronics Inc.,THERMISTOR PTC 50 OHM 15%,0,0,"0.64627","0","1000","Tape & Reel (TR)","-","Active","50 Ohms","±15%","-20°C ~ 125°C","-","Surface Mount","-","-"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/PTC_MotorStarting_Standard_Rev2012.pdf,-,B59192A0120B020-ND,B59192A0120B020,TDK Electronics Inc.,THERMISTOR PTC 22 OHM 20% DISC,0,0,"0.65395","0","1000","Tray","-","Active","22 Ohms","±20%","5°C ~ 80°C","-","Surface Mount","Disc","-"
-,//media.digikey.com/Photos/Epcos%20Photos/B59100C.JPG,B59100C150A151-ND,B59100C150A151,TDK Electronics Inc.,THERMISTOR PTC 100 OHM,0,0,"0.65534","0","1500","Tape & Reel (TR)","B59100","Active","100 Ohms","-","90°C ~ 150°C","-","-","-","-"
http://www.vishay.com/docs/29072/ptccl.pdf,-,PTCCL11H361FBE-ND,PTCCL11H361FBE,Vishay BC Components,THERMISTOR PTC 5.3 OHM 20% RAD,0,0,"0.66347","0","1000","-","PTCCL - 145 V","Active","5.3 Ohms","±20%","0°C ~ 70°C","-","Through Hole","Disc, 10.5mm Dia x 5.0mm W","Radial Lead"
-,//media.digikey.com/Photos/Epcos%20Photos/B59100C.JPG,495-77513-3-ND,B59100C80A54,TDK Electronics Inc.,THERMISTOR PTC 100 OHM,0,0,"0.66430","0","1500","Tape & Box (TB)","B59100","Active","100 Ohms","-","90°C ~ 150°C","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773244&DocType=DS&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/LT73%20Series.jpg,LT7339002A680RJTE-ND,LT7339002A680RJTE,TE Connectivity Passive Product,THERMISTOR PTC 680 OHM 5% 0805,0,0,"0.66631","0","4000","Bulk","Citec","Active","680 Ohms","±5%","-40°C ~ 125°C","100mW","Surface Mount","0805 (2012 Metric)","0805"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773244&DocType=DS&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/LT73%20Series.jpg,LT7339002A1K0JTE-ND,LT7339002A1K0JTE,TE Connectivity Passive Product,THERMISTOR PTC 1K OHM 5% 0805,0,0,"0.66631","0","4000","Tape & Reel (TR)","Citec","Active","1 kOhms","±5%","-40°C ~ 125°C","100mW","Surface Mount","0805 (2012 Metric)","0805"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773244&DocType=DS&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/LT73%20Series.jpg,LT7339002A1K5JTE-ND,LT7339002A1K5JTE,TE Connectivity Passive Product,THERMISTOR PTC 1K OHM 5% 0805,0,0,"0.66631","0","4000","Tape & Reel (TR)","Citec","Active","1 kOhms","±5%","-40°C ~ 125°C","100mW","Surface Mount","0805 (2012 Metric)","0805"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773244&DocType=DS&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/LT73%20Series.jpg,LT7330002A1K5JTE-ND,LT7330002A1K5JTE,TE Connectivity Passive Product,THERMISTOR PTC 1.5K OHM 5% 0805,0,0,"0.66631","0","4000","Tape & Reel (TR)","Citec","Active","1.5 kOhms","±5%","-40°C ~ 125°C","100mW","Surface Mount","0805 (2012 Metric)","0805"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773244&DocType=DS&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/LT73%20Series.jpg,LT7330002A2K0JTE-ND,LT7330002A2K0JTE,TE Connectivity Passive Product,THERMISTOR PTC 2K OHM 5% 0805,0,0,"0.66631","0","4000","Tape & Reel (TR)","Citec","Active","2 kOhms","±5%","-40°C ~ 125°C","100mW","Surface Mount","0805 (2012 Metric)","0805"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1624338&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/LT73%20Series.jpg,LT7339002A3K0JTG-ND,LT7339002A3K0JTG,TE Connectivity Passive Product,THERMISTOR PTC 3K OHM 5% 0805,0,0,"0.66631","0","4000","Tape & Reel (TR)","Citec","Active","3 kOhms","±5%","-40°C ~ 125°C","100mW","Surface Mount","0805 (2012 Metric)","0805"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1624340&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Renders/TE%20Connectivity/LT73%20Series.jpg,LT7339002A680RJTG-ND,LT7339002A680RJTG,TE Connectivity Passive Product,THERMISTOR PTC 680 OHM 5% 0805,0,0,"0.66631","0","4000","Tape & Reel (TR)","Citec","Active","680 Ohms","±5%","-40°C ~ 125°C","100mW","Surface Mount","0805 (2012 Metric)","0805"
https://www.tdk-electronics.tdk.com/inf/55/db/PTC/PTC_OC_Leaded_230V_C850_C883.pdf,-,B59873C0120A570-ND,B59873C0120A570,TDK Electronics Inc.,THERMISTOR PTC 45 OHM 20% DISC,0,0,"0.66850","0","1500","Bulk","-","Active","45 Ohms","±20%","-40°C ~ 125°C","-","Through Hole","Disc 9mm","-"
http://www.vishay.com/docs/29072/ptccl.pdf,-,PTCCL13H231HBE-ND,PTCCL13H231HBE,Vishay BC Components,THERMISTOR PTC,0,0,"0.67799","0","1000","-","-","Active","-","-","-","-","-","-","-"
http://www.vishay.com/docs/29072/ptccl.pdf,-,PTCCL13H351EBE-ND,PTCCL13H351EBE,Vishay BC Components,THERMISTOR PTC,0,0,"0.67799","0","1000","-","-","Active","-","-","-","-","-","-","-"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=124,-,YQS5744PTO-ND,YQS5744PTO,Amphenol Advanced Sensors,THERMISTOR PTC RADIAL DISC,0,0,"0.68581","0","2500","Bulk","PTO","Active","-","-","10°C ~ 55°C","-","Through Hole","Radial, Disc","-"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=124,-,YQS5746PTO-ND,YQS5746PTO,Amphenol Advanced Sensors,THERMISTOR PTC RADIAL DISC,0,0,"0.68581","0","2500","Bulk","PTO","Active","-","-","10°C ~ 55°C","-","Through Hole","Radial, Disc","-"
https://www.tdk-electronics.tdk.com/inf/55/db/PTC/PTC_Heating_B59060_A60.pdf,-,B59060A0160A010-ND,B59060A0160A010,TDK Electronics Inc.,THERMISTOR PTC 9 OHM 30% DISC,0,0,"0.69120","0","2000","Tray","-","Active","9 Ohms","±30%","-40°C ~ 200°C","-","Surface Mount","Disc","-"
https://www.tdk-electronics.tdk.com/inf/55/db/PTC/PTC_Heating_B59060_A60.pdf,//media.digikey.com/Photos/Epcos%20Photos/B59060A.jpg,B59060A0220A010-ND,B59060A0220A010,TDK Electronics Inc.,THERMISTOR PTC 9 OHM 30% DISC,0,0,"0.69120","0","2000","Tray","-","Active","9 Ohms","±30%","-40°C ~ 200°C","-","Surface Mount","Disc","-"
https://www.tdk-electronics.tdk.com/inf/55/db/PTC/PTC_OC_Leaded_230V_C850_C883.pdf,-,B59860C0120A570-ND,B59860C0120A570,TDK Electronics Inc.,THERMISTOR PTC 15 OHM 20% RADIAL,0,0,"0.69238","0","1000","Bulk","-","Active","15 Ohms","±20%","-40°C ~ 125°C","-","Through Hole","Radial","-"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B598x1_Rev2000.pdf,-,B59871C0135A070-ND,B59871C0135A070,TDK Electronics Inc.,THERMISTOR PTC 25 OHM 25% DISC,0,0,"0.69238","0","1000","Bulk","-","Active","25 Ohms","±25%","-40°C ~ 125°C","-","Through Hole","Disc, 9.0mm Dia x 5.0mm W","-"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B593x_Series_Rev2011.pdf,-,B59339A1201P020-ND,B59339A1201P020,TDK Electronics Inc.,THERMISTOR PTC 200 OHM 25%,0,0,"0.70035","0","1000","Tray","-","Active","200 Ohms","±25%","-25°C ~ 125°C","-","Through Hole","-","-"
https://www.tdk-electronics.tdk.com/inf/55/db/PTC/PTC_Heating_B59102_R102.pdf,-,B59102R0110A010-ND,B59102R0110A010,TDK Electronics Inc.,THERMISTOR PTC 700 OHM 50% RECT,0,0,"0.70389","0","900","Tray","-","Active","700 Ohms","±50%","-40°C ~ 200°C","-","Surface Mount","Rectangular Disc","Rectangular Disc"
https://www.tdk-electronics.tdk.com/inf/55/db/PTC/PTC_Heating_B59102_R102.pdf,-,B59102R0240A010-ND,B59102R0240A010,TDK Electronics Inc.,THERMISTOR PTC 1K OHM 50% RECT,0,0,"0.70389","0","900","Tray","-","Active","1 kOhms","±50%","-40°C ~ 200°C","-","Surface Mount","Rectangular Disc","Rectangular Disc"
https://www.tdk-electronics.tdk.com/inf/55/db/PTC/PTC_Heating_B59102_R102.pdf,-,B59102R0270A010-ND,B59102R0270A010,TDK Electronics Inc.,THERMISTOR PTC 1.3K OHM 50% RECT,0,0,"0.70389","0","900","Tray","-","Active","1.3 kOhms","±50%","-40°C ~ 200°C","-","Surface Mount","Rectangular Disc","Rectangular Disc"
https://www.tdk-electronics.tdk.com/inf/55/db/PTC/PTC_Heating_B59102_R102.pdf,-,B59102R0050A010-ND,B59102R0050A010,TDK Electronics Inc.,THERMISTOR PTC 700 OHM 50% RECT,0,0,"0.70389","0","900","Tray","-","Active","700 Ohms","±50%","-40°C ~ 200°C","-","Surface Mount","Rectangular Disc","Rectangular Disc"
https://www.tdk-electronics.tdk.com/inf/55/db/PTC/PTC_Heating_B59102_R102.pdf,-,B59102R0090A010-ND,B59102R0090A010,TDK Electronics Inc.,THERMISTOR PTC 700 OHM 50% RECT,0,0,"0.70389","0","900","Tray","-","Active","700 Ohms","±50%","-40°C ~ 200°C","-","Surface Mount","Rectangular Disc","Rectangular Disc"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/CRCW%200603%20%281608metric%29.jpg,TFPT0603L1200FV-ND,TFPT0603L1200FV,Vishay Dale,THERMISTOR PTC 120 OHM 1% 0603,0,0,"0.71610","0","2000","Tape & Reel (TR)","TFPT","Active","120 Ohms","±1%","-55°C ~ 125°C","75mW","Surface Mount","0603 (1608 Metric)","0603"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/CRCW%200603%20%281608metric%29.jpg,TFPT0603L6800FV-ND,TFPT0603L6800FV,Vishay Dale,THERMISTOR PTC 680 OHM 1% 0603,0,0,"0.71610","0","2000","Tape & Reel (TR)","TFPT","Active","680 Ohms","±1%","-55°C ~ 125°C","75mW","Surface Mount","0603 (1608 Metric)","0603"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/CRCW%200603%20%281608metric%29.jpg,541-1199-2-ND,TFPT0603L8200FV,Vishay Dale,THERMISTOR PTC 820 OHM 1% 0603,0,0,"0.71610","0","2000","Tape & Reel (TR)","TFPT","Active","820 Ohms","±1%","-55°C ~ 125°C","75mW","Surface Mount","0603 (1608 Metric)","0603"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/CRCW%200603%20%281608metric%29.jpg,TFPT0603L5600FV-ND,TFPT0603L5600FV,Vishay Dale,THERMISTOR PTC 560 OHM 1% 0603,0,0,"0.71610","0","2000","Tape & Reel (TR)","TFPT","Active","560 Ohms","±1%","-55°C ~ 150°C","75mW","Surface Mount","0603 (1608 Metric)","0603 (1608 Metric)"
http://www.vishay.com/docs/33017/tfpt.pdf,-,TFPT0603L2700FV-ND,TFPT0603L2700FV,Vishay Dale,THERMISTOR PTC 270 OHM 1% 0603,0,0,"0.71610","0","2000","Tape & Reel (TR)","Automotive, AEC-Q200, TFPT","Active","270 Ohms","±1%","-55°C ~ 150°C","75mW","Surface Mount","0603 (1608 Metric)","0603"
http://www.vishay.com/docs/33017/tfpt.pdf,-,TFPT0603L3900FV-ND,TFPT0603L3900FV,Vishay Dale,THERMISTOR PTC 390 OHM 1% 0603,0,0,"0.71610","0","2000","Tape & Reel (TR)","Automotive, AEC-Q200, TFPT","Active","390 Ohms","±1%","-55°C ~ 150°C","75mW","Surface Mount","0603 (1608 Metric)","0603"
http://www.vishay.com/docs/29093/ptchp12s.pdf,-,PTCHP12S050HYE-ND,PTCHP12S050HYE,Vishay BC Components,THERMISTOR PTC 1.2K OHM 35% COIN,0,0,"0.72930","0","1700","-","PTCHP12S","Active","1.2 kOhms","±35%","-40°C ~ 85°C","-","Clamp On","Coin 11.8mm Dia x 2.0mm W","-"
http://www.vishay.com/docs/29093/ptchp12s.pdf,-,PTCHP12S090HYE-ND,PTCHP12S090HYE,Vishay BC Components,THERMISTOR PTC 1.2K OHM 35% COIN,0,0,"0.72930","0","1700","-","PTCHP12S","Active","1.2 kOhms","±35%","-40°C ~ 85°C","-","Clamp On","Coin 11.8mm Dia x 2.0mm W","-"
http://www.vishay.com/docs/29093/ptchp12s.pdf,-,PTCHP12S110HYE-ND,PTCHP12S110HYE,Vishay BC Components,THERMISTOR PTC 1.2K OHM 35% COIN,0,0,"0.72930","0","1700","-","PTCHP12S","Active","1.2 kOhms","±35%","-40°C ~ 85°C","-","Clamp On","Coin 11.8mm Dia x 2.0mm W","-"
http://www.vishay.com/docs/29093/ptchp12s.pdf,-,PTCHP12S130HYE-ND,PTCHP12S130HYE,Vishay BC Components,THERMISTOR PTC 1.2K OHM 35% COIN,0,0,"0.72930","0","1700","-","PTCHP12S","Active","1.2 kOhms","±35%","-40°C ~ 85°C","-","Clamp On","Coin 11.8mm Dia x 2.0mm W","-"
http://www.vishay.com/docs/29093/ptchp12s.pdf,-,PTCHP12S150HYE-ND,PTCHP12S150HYE,Vishay BC Components,THERMISTOR PTC 1.2K OHM 35% COIN,0,0,"0.72930","0","1700","-","PTCHP12S","Active","1.2 kOhms","±35%","-40°C ~ 85°C","-","Clamp On","Coin 11.8mm Dia x 2.0mm W","-"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/TFPT%200805%20(2125metric).jpg,TFPT0805L1500FV-ND,TFPT0805L1500FV,Vishay Dale,THERMISTOR PTC 150 OHM 1% 0805,0,0,"0.74085","0","2000","Tape & Reel (TR)","TFPT","Active","150 Ohms","±1%","-55°C ~ 125°C","100mW","Surface Mount","0805 (2125 Metric)","0805"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/TFPT%200805%20(2125metric).jpg,TFPT0805L3300FV-ND,TFPT0805L3300FV,Vishay Dale,THERMISTOR PTC 330 OHM 1% 0805,0,0,"0.74085","0","2000","Tape & Reel (TR)","TFPT","Active","330 Ohms","±1%","-55°C ~ 125°C","100mW","Surface Mount","0805 (2125 Metric)","0805"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/TFPT%200805%20(2125metric).jpg,TFPT0805L6800FV-ND,TFPT0805L6800FV,Vishay Dale,THERMISTOR PTC 680 OHM 1% 0805,0,0,"0.74085","0","2000","Tape & Reel (TR)","TFPT","Active","680 Ohms","±1%","-55°C ~ 125°C","100mW","Surface Mount","0805 (2125 Metric)","0805"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/TFPT%200805%20(2125metric).jpg,541-1174-2-ND,TFPT0805L1201FV,Vishay Dale,THERMISTOR PTC 1.2K OHM 1% 0805,0,0,"0.74085","0","2000","Tape & Reel (TR)","TFPT","Active","1.2 kOhms","±1%","-55°C ~ 125°C","100mW","Surface Mount","0805 (2125 Metric)","0805"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/TFPT%200805%20(2125metric).jpg,541-1178-2-ND,TFPT0805L2201FV,Vishay Dale,THERMISTOR PTC 2.2K OHM 1% 0805,0,0,"0.74085","0","2000","Tape & Reel (TR)","TFPT","Active","2.2 kOhms","±1%","-55°C ~ 125°C","100mW","Surface Mount","0805 (2125 Metric)","0805"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/Renders/Vishay%20Dale%20Renders/TFPT%200805%20(2125metric).jpg,541-1180-2-ND,TFPT0805L2701FV,Vishay Dale,THERMISTOR PTC 2.7K OHM 1% 0805,0,0,"0.74085","0","2000","Tape & Reel (TR)","TFPT","Active","2.7 kOhms","±1%","-55°C ~ 125°C","100mW","Surface Mount","0805 (2125 Metric)","0805"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/TFPT0805L1001DV.JPG,TFPT0805L8200FV-ND,TFPT0805L8200FV,Vishay Dale,THERMISTOR PTC 820 OHM 1% 0805,0,0,"0.74085","0","2000","Tape & Reel (TR)","TFPT","Active","820 Ohms","±1%","-55°C ~ 150°C","100mW","Surface Mount","0805 (2012 Metric)","0805 (2012 Metric)"
http://www.vishay.com/docs/33017/tfpt.pdf,-,TFPT0805L1800FV-ND,TFPT0805L1800FV,Vishay Dale,THERMISTOR PTC 180 OHM 1% 0805,0,0,"0.74085","0","2000","Tape & Reel (TR)","Automotive, AEC-Q200, TFPT","Active","180 Ohms","±1%","-55°C ~ 150°C","100mW","Surface Mount","0805 (2012 Metric)","0805"
http://www.vishay.com/docs/33017/tfpt.pdf,-,TFPT0805L2700FV-ND,TFPT0805L2700FV,Vishay Dale,THERMISTOR PTC 270 OHM 1% 0805,0,0,"0.74085","0","2000","Tape & Reel (TR)","Automotive, AEC-Q200, TFPT","Active","270 Ohms","±1%","-55°C ~ 150°C","100mW","Surface Mount","0805 (2012 Metric)","0805"
-,-,B59965C160A51-ND,B59965C160A51,TDK Electronics Inc.,THERMISTOR PTC,0,0,"0.74181","0","1500","Tape & Reel (TR)","Automotive, AEC-Q200, B59965","Active","-","-","-","-","-","-","-"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/renders/Vishay%20Dale%20Renders/TFPT%201206%20(3216metric).jpg,TFPT1206L1200FV-ND,TFPT1206L1200FV,Vishay Dale,THERMISTOR PTC 120 OHM 1% 1206,0,0,"0.75735","0","2000","Tape & Reel (TR)","TFPT","Active","120 Ohms","±1%","-55°C ~ 125°C","125mW","Surface Mount","1206 (3216 Metric)","1206"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/renders/Vishay%20Dale%20Renders/TFPT%201206%20(3216metric).jpg,TFPT1206L1500FV-ND,TFPT1206L1500FV,Vishay Dale,THERMISTOR PTC 150 OHM 1% 1206,0,0,"0.75735","0","2000","Tape & Reel (TR)","TFPT","Active","150 Ohms","±1%","-55°C ~ 125°C","125mW","Surface Mount","1206 (3216 Metric)","1206"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/renders/Vishay%20Dale%20Renders/TFPT%201206%20(3216metric).jpg,TFPT1206L3300FV-ND,TFPT1206L3300FV,Vishay Dale,THERMISTOR PTC 330 OHM 1% 1206,0,0,"0.75735","0","2000","Tape & Reel (TR)","TFPT","Active","330 Ohms","±1%","-55°C ~ 125°C","125mW","Surface Mount","1206 (3216 Metric)","1206"
http://www.vishay.com/docs/33017/tfpt.pdf,//media.digikey.com/renders/Vishay%20Dale%20Renders/TFPT%201206%20(3216metric).jpg,TFPT1206L2201FV-ND,TFPT1206L2201FV,Vishay Dale,THERMISTOR PTC 2.2K OHM 1% 1206,0,0,"0.75735","0","2000","Tape & Reel (TR)","TFPT","Active","2.2 kOhms","±1%","-55°C ~ 125°C","125mW","Surface Mount","1206 (3216 Metric)","1206"
