Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance in Ohms @ 25°C","Resistance Tolerance","B Value Tolerance","B0/50","B25/50","B25/75","B25/85","B25/100","Operating Temperature","Power - Max","Length - Lead Wire","Mounting Type","Package / Case"
http://www.vishay.com/docs/29056/ntcs0603e3t.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0603.jpg,BC2475TR-ND,NTCS0603E3104FXT,Vishay BC Components,THERM NTC 100KOHM 4100K 0603,68000,0,"0.38056","0","4000","Tape & Reel (TR)","Automotive, AEC-Q200","Active","100k","±1%","±1%","-","-","-","4100K","-","-40°C ~ 150°C","125mW","-","Surface Mount","0603 (1608 Metric)"
http://www.vishay.com/docs/29056/ntcs0603e3t.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0603.jpg,BC2475CT-ND,NTCS0603E3104FXT,Vishay BC Components,THERM NTC 100KOHM 4100K 0603,70216,0,"1.12000","0","1","Cut Tape (CT)","Automotive, AEC-Q200","Active","100k","±1%","±1%","-","-","-","4100K","-","-40°C ~ 150°C","125mW","-","Surface Mount","0603 (1608 Metric)"
http://www.vishay.com/docs/29056/ntcs0603e3t.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0603.jpg,BC2475DKR-ND,NTCS0603E3104FXT,Vishay BC Components,THERM NTC 100KOHM 4100K 0603,70216,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200","Active","100k","±1%","±1%","-","-","-","4100K","-","-40°C ~ 150°C","125mW","-","Surface Mount","0603 (1608 Metric)"
http://www.vishay.com/docs/29056/ntcs0603e3t.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0603.jpg,BC2478TR-ND,NTCS0603E3222FMT,Vishay BC Components,THERM NTC 2.2KOHM 3520K 0603,68000,0,"0.38056","0","4000","Tape & Reel (TR)","Automotive, AEC-Q200","Active","2.2k","±1%","±1%","-","-","-","3520K","-","-40°C ~ 150°C","125mW","-","Surface Mount","0603 (1608 Metric)"
http://www.vishay.com/docs/29056/ntcs0603e3t.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0603.jpg,BC2478CT-ND,NTCS0603E3222FMT,Vishay BC Components,THERM NTC 2.2KOHM 3520K 0603,69786,0,"1.12000","0","1","Cut Tape (CT)","Automotive, AEC-Q200","Active","2.2k","±1%","±1%","-","-","-","3520K","-","-40°C ~ 150°C","125mW","-","Surface Mount","0603 (1608 Metric)"
http://www.vishay.com/docs/29056/ntcs0603e3t.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0603.jpg,BC2478DKR-ND,NTCS0603E3222FMT,Vishay BC Components,THERM NTC 2.2KOHM 3520K 0603,69786,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200","Active","2.2k","±1%","±1%","-","-","-","3520K","-","-40°C ~ 150°C","125mW","-","Surface Mount","0603 (1608 Metric)"
http://www.vishay.com/docs/29044/ntcs0805e3t.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0805.jpg,BC2733TR-ND,NTCS0805E3103FLT,Vishay BC Components,THERMISTOR NTC 10KOHM 3430K 0805,68000,0,"0.40301","0","4000","Tape & Reel (TR)","Automotive, AEC-Q200, NTCS0805E","Active","10k","±1%","±3%","-","-","-","3430K","-","-40°C ~ 150°C","210mW","-","Surface Mount","0805 (2012 Metric)"
http://www.vishay.com/docs/29044/ntcs0805e3t.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0805.jpg,BC2733CT-ND,NTCS0805E3103FLT,Vishay BC Components,THERMISTOR NTC 10KOHM 3430K 0805,73817,0,"1.10000","0","1","Cut Tape (CT)","Automotive, AEC-Q200, NTCS0805E","Active","10k","±1%","±3%","-","-","-","3430K","-","-40°C ~ 150°C","210mW","-","Surface Mount","0805 (2012 Metric)"
http://www.vishay.com/docs/29044/ntcs0805e3t.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0805.jpg,BC2733DKR-ND,NTCS0805E3103FLT,Vishay BC Components,THERMISTOR NTC 10KOHM 3430K 0805,73817,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200, NTCS0805E","Active","10k","±1%","±3%","-","-","-","3430K","-","-40°C ~ 150°C","210mW","-","Surface Mount","0805 (2012 Metric)"
http://www.vishay.com/docs/29044/ntcs0805e3t.pdf,//media.digikey.com/Renders/Vishay%20BC%20Renders/0805.jpg,BC2562TR-ND,NTCS0805E3104FXT,Vishay BC Components,THERM NTC 100KOHM 4100K 0805,48000,0,"0.40301","0","4000","Tape & Reel (TR)","Automotive, AEC-Q200, NTCS0805E","Active","100k","±1%","±1%","-","-","-","4100K","-","-40°C ~ 150°C","210mW","-","Surface Mount","0805 (2012 Metric)"
